dt	attc	Hsw	Ta	Pa	hr	cw	WS	WDir
2021-08-20 19:00:00	0.085	408.566666666667	11.0291	102.0038	69.8333333333333	0.0013	6.3	14.5
2021-08-20 19:15:00	0.085	344.775	10.539575	101.9863	70.2333333333333	0.0013	4.5	11.8
2021-08-20 19:30:00	0.085	280.983333333333	10.05005	101.9688	70.6333333333333	0.0013	6.5	26.1
2021-08-20 19:45:00	0.085	217.191666666667	9.560525	101.9513	71.0333333333333	0.0013	8.8	343.4
2021-08-20 20:00:00	0.085	153.4	9.071	101.9338	71.4333333333333	0.0013	4.4	312.7
2021-08-20 20:15:00	0.085	136.516666666667	9.101525	101.90505	73.2916666666667	0.0013	3.6	356.4
2021-08-20 20:30:00	0.085	119.633333333333	9.13205	101.8763	75.15	0.0013	1.9	1.5
2021-08-20 20:45:00	0.085	102.75	9.162575	101.84755	77.0083333333333	0.0013	0.9	73.3
2021-08-20 21:00:00	0.085	85.8666666666667	9.1931	101.8188	78.8666666666667	0.0013	7.4	39.2
2021-08-20 21:15:00	0.085	67.3	9.0908	101.8013	79.2916666666667	0.0013	9.5	9.1
2021-08-20 21:30:00	0.085	48.7333333333333	8.9885	101.7838	79.7166666666667	0.0013	5.6	34.6
2021-08-20 21:45:00	0.085	30.1666666666667	8.8862	101.7663	80.1416666666667	0.0013	6.8	59.4
2021-08-20 22:00:00	0.085	11.6	8.7839	101.7488	80.5666666666667	0.0013	7.1	29.3
2021-08-20 22:15:00	0.085	8.7	8.725925	101.74005	80.5916666666667	0.0013	3.6	20
2021-08-20 22:30:00	0.085	5.8	8.66795	101.7313	80.6166666666667	0.0013	6.4	23.2
2021-08-20 22:45:00	0.085	2.9	8.609975	101.72255	80.6416666666667	0.0013	3.3	23
2021-08-20 23:00:00	0.085	0	8.552	101.7138	80.6666666666667	0.0013	6.2	24.8
2021-08-20 23:15:00	0.085	0	8.346425	101.68505	80.7416666666667	0.0013	4	6.5
2021-08-20 23:30:00	0.085	0	8.14085	101.6563	80.8166666666667	0.0013	1.9	107.9
2021-08-20 23:45:00	0.085	0	7.935275	101.62755	80.8916666666667	0.0013	2.5	96.9
2021-08-21 00:00:00	0.085	0	7.7297	101.5988	80.9666666666667	0.0013	3.4	84.5
2021-08-21 00:15:00	0.085	0	7.728575	101.57505	80.1666666666667	0.0013	2.1	76.9
2021-08-21 00:30:00	0.085	0	7.72745	101.5513	79.3666666666667	0.0013	0.8	47.8
2021-08-21 00:45:00	0.085	0	7.726325	101.52755	78.5666666666667	0.0013	2.9	79.9
2021-08-21 01:00:00	0.085	0	7.7252	101.5038	77.7666666666667	0.0013	2.7	82.8
2021-08-21 01:15:00	0.085	0	7.64345	101.48005	77.0916666666667	0.0013	2.8	88.2
2021-08-21 01:30:00	0.085	0	7.5617	101.4563	76.4166666666667	0.0013	2.1	88.6
2021-08-21 01:45:00	0.085	0	7.47995	101.43255	75.7416666666667	0.0013	1.5	117.8
2021-08-21 02:00:00	0.085	0	7.3982	101.4088	75.0666666666667	0.0013	3.9	119.7
2021-08-21 02:15:00	0.085	0	7.6436	101.36505	74.3416666666667	0.0013	3.2	89.6
2021-08-21 02:30:00	0.085	0	7.889	101.3213	73.6166666666667	0.0013	0.3	73.3
2021-08-21 02:45:00	0.085	0	8.1344	101.27755	72.8916666666667	0.0013	4.3	91.8
2021-08-21 03:00:00	0.085	0	8.3798	101.2338	72.1666666666667	0.0013	2.7	82
2021-08-21 03:15:00	0.085	0	8.5319	101.2063	72.45	0.0013	5.3	89.2
2021-08-21 03:30:00	0.085	0	8.684	101.1788	72.7333333333333	0.0013	2.4	70.7
2021-08-21 03:45:00	0.085	0	8.8361	101.1513	73.0166666666667	0.0013	1.9	81.8
2021-08-21 04:00:00	0.085	0	8.9882	101.1238	73.3	0.0013	5.2	7
2021-08-21 04:15:00	0.085	0	8.878025	101.0763	72.425	0.0013	5.5	40
2021-08-21 04:30:00	0.085	0	8.76785	101.0288	71.55	0.0013	7.3	44.6
2021-08-21 04:45:00	0.085	0	8.657675	100.9813	70.675	0.0013	7.3	57.6
2021-08-21 05:00:00	0.085	0	8.5475	100.9338	69.8	0.0013	6	39.2
2021-08-21 05:15:00	0.085	0	8.3294	100.89505	71.5583333333333	0.0013	8.6	45.6
2021-08-21 05:30:00	0.085	0	8.1113	100.8563	73.3166666666667	0.0013	4.1	74.4
2021-08-21 05:45:00	0.085	0	7.8932	100.81755	75.075	0.0013	3.7	70.1
2021-08-21 06:00:00	0.085	0	7.6751	100.7788	76.8333333333333	0.0013	5.3	76.4
2021-08-21 06:15:00	0.085	0.00833333333333333	7.583075	100.7163	78.125	0.0013	7.3	74.5
2021-08-21 06:30:00	0.085	0.0166666666666667	7.49105	100.6538	79.4166666666667	0.0013	6.7	52
2021-08-21 06:45:00	0.085	0.025	7.399025	100.5913	80.7083333333333	0.0013	6.5	55.5
2021-08-21 07:00:00	0.085	0.0333333333333333	7.307	100.5288	82	0.0013	4.3	79.8
2021-08-21 07:15:00	0.085	0.0416666666666667	7.421675	100.47255	82.275	0.0013	4.2	39.1
2021-08-21 07:30:00	0.085	0.05	7.53635	100.4163	82.55	0.0013	4	46.5
2021-08-21 07:45:00	0.085	0.0583333333333333	7.651025	100.36005	82.825	0.0013	7.2	55.7
2021-08-21 08:00:00	0.085	0.0666666666666667	7.7657	100.3038	83.1	0.0013	7.2	43.5
2021-08-21 08:15:00	0.085	0.05	7.6385	100.25255	84.0666666666667	0.0013	5	64.8
2021-08-21 08:30:00	0.085	0.0333333333333333	7.5113	100.2013	85.0333333333333	0.0013	4.6	65.8
2021-08-21 08:45:00	0.085	0.0166666666666667	7.3841	100.15005	86	0.0013	3.5	95.1
2021-08-21 09:00:00	0.085	0	7.2569	100.0988	86.9666666666667	0.0013	3.5	84.7
2021-08-21 09:15:00	0.085	0	7.144475	100.0738	87.3083333333333	0.0013	2.8	65.2
2021-08-21 09:30:00	0.085	0	7.03205	100.0488	87.65	0.0013	2.9	51.3
2021-08-21 09:45:00	0.085	0	6.919625	100.0238	87.9916666666667	0.0013	5.7	59.6
2021-08-21 10:00:00	0.085	0	6.8072	99.9988	88.3333333333333	0.0013	6.5	61.1
2021-08-21 10:15:00	0.085	0	6.7595	99.9813	89.1083333333333	0.0013	3.4	72.9
2021-08-21 10:30:00	0.085	0	6.7118	99.9638	89.8833333333333	0.0013	3.9	63.6
2021-08-21 10:45:00	0.085	0	6.6641	99.9463	90.6583333333333	0.0013	8.3	81.5
2021-08-21 11:00:00	0.085	0	6.6164	99.9288	91.4333333333333	0.0013	3.8	80.6
2021-08-21 11:15:00	0.085	2.15	6.790175	99.92005	90.3	0.0013	5.2	59.8
2021-08-21 11:30:00	0.085	4.3	6.96395	99.9113	89.1666666666667	0.0013	2.6	46.5
2021-08-21 11:45:00	0.085	6.45	7.137725	99.90255	88.0333333333333	0.0013	4	55
2021-08-21 12:00:00	0.085	8.6	7.3115	99.8938	86.9	0.0013	2.7	50.5
2021-08-21 12:15:00	0.085	25.6083333333333	7.569425	99.8738	85.7083333333333	0.0013	3.4	30.5
2021-08-21 12:30:00	0.085	42.6166666666667	7.82735	99.8538	84.5166666666667	0.0013	2	68.9
2021-08-21 12:45:00	0.085	59.625	8.085275	99.8338	83.325	0.0013	4.7	63.9
2021-08-21 13:00:00	0.085	76.6333333333333	8.3432	99.8138	82.1333333333333	0.0013	3.5	93.7
2021-08-21 13:15:00	0.085	68.4	8.532875	99.7988	81.55	0.0013	3.1	67.6
2021-08-21 13:30:00	0.085	60.1666666666667	8.72255	99.7838	80.9666666666667	0.0013	6.3	45.5
2021-08-21 13:45:00	0.085	51.9333333333333	8.912225	99.7688	80.3833333333333	0.0013	8.4	43.2
2021-08-21 14:00:00	0.085	43.7	9.1019	99.7538	79.8	0.0013	2.8	100
2021-08-21 14:15:00	0.085	60.65	9.028175	99.75005	80.9666666666667	0.0013	3.6	83.1
2021-08-21 14:30:00	0.085	77.6	8.95445	99.7463	82.1333333333333	0.0013	4.2	55.9
2021-08-21 14:45:00	0.085	94.55	8.880725	99.74255	83.3	0.0013	3.9	70.9
2021-08-21 15:00:00	0.085	111.5	8.807	99.7388	84.4666666666667	0.0013	6.7	66.9
2021-08-21 15:15:00	0.085	113.341666666667	8.84555	99.74255	84.4166666666667	0.0013	2.8	67.3
2021-08-21 15:30:00	0.085	115.183333333333	8.8841	99.7463	84.3666666666667	0.0013	5.1	88.4
2021-08-21 15:45:00	0.085	117.025	8.92265	99.75005	84.3166666666667	0.0013	10	53.4
2021-08-21 16:00:00	0.085	118.866666666667	8.9612	99.7538	84.2666666666667	0.0013	2.2	66.9
2021-08-21 16:15:00	0.085	126.858333333333	9.007775	99.7463	83.3833333333333	0.0013	2	82.7
2021-08-21 16:30:00	0.085	134.85	9.05435	99.7388	82.5	0.0013	3.1	84.2
2021-08-21 16:45:00	0.085	142.841666666667	9.100925	99.7313	81.6166666666667	0.0013	6.4	74.9
2021-08-21 17:00:00	0.085	150.833333333333	9.1475	99.7238	80.7333333333333	0.0013	2.2	68.9
2021-08-21 17:15:00	0.085	143.058333333333	9.1634	99.72505	82.1333333333333	0.0013	4.9	79.6
2021-08-21 17:30:00	0.085	135.283333333333	9.1793	99.7263	83.5333333333333	0.0013	4	71.9
2021-08-21 17:45:00	0.085	127.508333333333	9.1952	99.72755	84.9333333333333	0.0013	3.3	106.8
2021-08-21 18:00:00	0.085	119.733333333333	9.2111	99.7288	86.3333333333333	0.0013	1.5	74.9
2021-08-21 18:15:00	0.085	103.541666666667	8.948675	99.7163	87.2166666666667	0.0013	5.3	97.6
2021-08-21 18:30:00	0.085	87.35	8.68625	99.7038	88.1	0.0013	2	54.7
2021-08-21 18:45:00	0.085	71.1583333333333	8.423825	99.6913	88.9833333333333	0.0013	0.2	41
2021-08-21 19:00:00	0.085	54.9666666666667	8.1614	99.6788	89.8666666666667	0.0013	0	0
2021-08-21 19:15:00	0.085	53.1666666666667	8.101175	99.70005	90.7666666666667	0.0013	0.3	94.5
2021-08-21 19:30:00	0.085	51.3666666666667	8.04095	99.7213	91.6666666666667	0.0013	0.6	214.1
2021-08-21 19:45:00	0.085	49.5666666666667	7.980725	99.74255	92.5666666666667	0.0013	4.7	163.9
2021-08-21 20:00:00	0.085	47.7666666666667	7.9205	99.7638	93.4666666666667	0.0013	4.1	176.2
2021-08-21 20:15:00	0.085	43.7916666666667	7.73645	99.7888	93.3916666666667	0.0013	4.2	156.9
2021-08-21 20:30:00	0.085	39.8166666666667	7.5524	99.8138	93.3166666666667	0.0013	4.5	175.8
2021-08-21 20:45:00	0.085	35.8416666666667	7.36835	99.8388	93.2416666666667	0.0013	5.1	154
2021-08-21 21:00:00	0.085	31.8666666666667	7.1843	99.8638	93.1666666666667	0.0013	4.5	174
2021-08-21 21:15:00	0.085	25.85	7.03205	99.8988	93.7083333333333	0.0013	4	159.6
2021-08-21 21:30:00	0.085	19.8333333333333	6.8798	99.9338	94.25	0.0013	9.4	171.4
2021-08-21 21:45:00	0.085	13.8166666666667	6.72755	99.9688	94.7916666666667	0.0013	4.5	197
2021-08-21 22:00:00	0.085	7.8	6.5753	100.0038	95.3333333333333	0.0013	4.8	156.6
2021-08-21 22:15:00	0.085	5.85	6.6026	100.0663	95.3833333333333	0.0013	4.2	170.6
2021-08-21 22:30:00	0.085	3.9	6.6299	100.1288	95.4333333333333	0.0013	5	167.9
2021-08-21 22:45:00	0.085	1.95	6.6572	100.1913	95.4833333333333	0.0013	5.7	205.4
2021-08-21 23:00:00	0.085	0	6.6845	100.2538	95.5333333333333	0.0013	7.8	214.6
2021-08-21 23:15:00	0.085	0	6.710675	100.30255	95.6416666666667	0.0013	5.5	217.8
2021-08-21 23:30:00	0.085	0	6.73685	100.3513	95.75	0.0013	6.3	227.9
2021-08-21 23:45:00	0.085	0	6.763025	100.40005	95.8583333333333	0.0013	5.7	229.1
2021-08-22 00:00:00	0.085	0	6.7892	100.4488	95.9666666666667	0.0013	6	219
2021-08-22 00:15:00	0.085	0	6.713075	100.49505	95.85	0.0013	3.4	223.6
2021-08-22 00:30:00	0.085	0	6.63695	100.5413	95.7333333333333	0.0013	6.2	215.2
2021-08-22 00:45:00	0.085	0	6.560825	100.58755	95.6166666666667	0.0013	6.4	206.5
2021-08-22 01:00:00	0.085	0	6.4847	100.6338	95.5	0.0013	3.3	213.4
2021-08-22 01:15:00	0.085	0	6.42335	100.68255	95.2416666666667	0.0013	4.1	233.4
2021-08-22 01:30:00	0.085	0	6.362	100.7313	94.9833333333333	0.0013	5.8	212.5
2021-08-22 01:45:00	0.085	0	6.30065	100.78005	94.725	0.0013	3.9	238.7
2021-08-22 02:00:00	0.085	0	6.2393	100.8288	94.4666666666667	0.0013	5.7	231.6
2021-08-22 02:15:00	0.085	0	6.224525	100.8788	94.05	0.0013	4.9	235.3
2021-08-22 02:30:00	0.085	0	6.20975	100.9288	93.6333333333333	0.0013	5.5	243.3
2021-08-22 02:45:00	0.085	0	6.194975	100.9788	93.2166666666667	0.0013	5.9	252.2
2021-08-22 03:00:00	0.085	0	6.1802	101.0288	92.8	0.0013	4.9	244
2021-08-22 03:15:00	0.085	0.00555555555555556	6.157825	101.069633333333	92.1666666666667	0.0013	4	237.9
2021-08-22 03:30:00	0.085	0.0111111111111111	6.13545	101.110466666667	91.5333333333333	0.0013	4	238.6
2021-08-22 03:45:00	0.085	0.0166666666666667	6.113075	101.1513	90.9	0.0013	5.5	252.5
2021-08-22 04:00:00	0.085	0.0222222222222222	6.0907	101.192133333333	90.2666666666667	0.0013	4.7	253.5
2021-08-22 04:15:00	0.085	0.0277777777777778	6.036525	101.239216666667	89.0083333333333	0.0013	8	254.5
2021-08-22 04:30:00	0.085	0.0333333333333333	5.98235	101.2863	87.75	0.0013	7.4	242.5
2021-08-22 04:45:00	0.085	0.0388888888888889	5.928175	101.333383333333	86.4916666666667	0.0013	5.4	246.7
2021-08-22 05:00:00	0.085	0.0444444444444444	5.874	101.380466666667	85.2333333333333	0.0013	7.3	254.4
2021-08-22 05:15:00	0.085	0.05	5.724425	101.41755	84.8333333333333	0.0013	7.4	260.4
2021-08-22 05:30:00	0.085	0.0555555555555556	5.57485	101.454633333333	84.4333333333333	0.0013	4.8	265.7
2021-08-22 05:45:00	0.085	0.0611111111111111	5.425275	101.491716666667	84.0333333333333	0.0013	6	253.8
2021-08-22 06:00:00	0.085	0.0666666666666667	5.2757	101.5288	83.6333333333333	0.0013	5.3	265.6
2021-08-22 06:15:00	0.085	2.14166666666667	5.069721875	101.548175	84.0041666666667	0.0013	5.6	253.3
2021-08-22 06:30:00	0.085	4.21666666666667	4.86374375	101.56755	84.375	0.0013	5.2	252.6
2021-08-22 06:45:00	0.085	6.29166666666667	4.657765625	101.586925	84.7458333333333	0.0013	2.9	228.2
2021-08-22 07:00:00	0.085	8.36666666666667	4.4517875	101.6063	85.1166666666667	0.0013	1.7	250.9
2021-08-22 07:15:00	0.085	10.4416666666667	4.516109375	101.623175	85.6041666666667	0.0013	2.4	242.9
2021-08-22 07:30:00	0.085	12.5166666666667	4.58043125	101.64005	86.0916666666667	0.0013	3	251.5
2021-08-22 07:45:00	0.085	14.5916666666667	4.644753125	101.656925	86.5791666666667	0.0013	2.1	238.3
2021-08-22 08:00:00	0.085	16.6666666666667	4.709075	101.6738	87.0666666666667	0.0013	1.9	235.5
2021-08-22 08:15:00	0.085	18.7416666666667	4.725696875	101.696925	87.0375	0.0013	1.4	246.2
2021-08-22 08:30:00	0.085	20.8166666666667	4.74231875	101.72005	87.0083333333333	0.0013	2	258.9
2021-08-22 08:45:00	0.085	22.8916666666667	4.758940625	101.743175	86.9791666666667	0.0013	3.5	262.7
2021-08-22 09:00:00	0.085	24.9666666666667	4.7755625	101.7663	86.95	0.0013	3.6	277.7
2021-08-22 09:15:00	0.085	27.0416666666667	4.839884375	101.781925	86.9375	0.0013	4.6	257.3
2021-08-22 09:30:00	0.085	29.1166666666667	4.90420625	101.79755	86.925	0.0013	3.5	247.5
2021-08-22 09:45:00	0.085	31.1916666666667	4.968528125	101.813175	86.9125	0.0013	3.6	270.8
2021-08-22 10:00:00	0.085	33.2666666666667	5.03285	101.8288	86.9	0.0013	2	272.1
2021-08-22 10:15:00	0.085	35.3416666666667	4.985871875	101.845675	86.4791666666667	0.0013	3	256.5
2021-08-22 10:30:00	0.085	37.4166666666667	4.93889375	101.86255	86.0583333333333	0.0013	4.7	269
2021-08-22 10:45:00	0.085	39.4916666666667	4.891915625	101.879425	85.6375	0.0013	4.7	262.8
2021-08-22 11:00:00	0.085	41.5666666666667	4.8449375	101.8963	85.2166666666667	0.0013	2.3	290.1
2021-08-22 11:15:00	0.085	46.8916666666667	4.623059375	101.915675	85.8458333333333	0.0013	1.3	260.4
2021-08-22 11:30:00	0.085	52.2166666666667	4.40118125	101.93505	86.475	0.0013	1.2	220.7
2021-08-22 11:45:00	0.085	57.5416666666667	4.179303125	101.954425	87.1041666666667	0.0013	1.4	136.2
2021-08-22 12:00:00	0.085	62.8666666666667	3.957425	101.9738	87.7333333333333	0.0013	1.4	137.3
2021-08-22 12:15:00	0.085	94.0583333333333	4.069446875	101.991925	87.1875	0.0013	1.3	154.6
2021-08-22 12:30:00	0.085	125.25	4.18146875	102.01005	86.6416666666667	0.0013	0.2	174.4
2021-08-22 12:45:00	0.085	156.441666666667	4.293490625	102.028175	86.0958333333333	0.0013	1	169.3
2021-08-22 13:00:00	0.085	187.633333333333	4.4055125	102.0463	85.55	0.0013	0	0
2021-08-22 13:15:00	0.085	181.108333333333	4.692434375	102.064425	84.8208333333333	0.0013	2.5	260.9
2021-08-22 13:30:00	0.085	174.583333333333	4.97935625	102.08255	84.0916666666667	0.0013	6.8	258.1
2021-08-22 13:45:00	0.085	168.058333333333	5.266278125	102.100675	83.3625	0.0013	6.3	273.1
2021-08-22 14:00:00	0.085	161.533333333333	5.5532	102.1188	82.6333333333333	0.0013	3.5	259.7
2021-08-22 14:15:00	0.085	194.916666666667	5.969	102.1238	81.1833333333333	0.0013	2.6	256.7
2021-08-22 14:30:00	0.085	228.3	6.3848	102.1288	79.7333333333333	0.0013	3.2	262.8
2021-08-22 14:45:00	0.085	261.683333333333	6.8006	102.1338	78.2833333333333	0.0013	4.2	263.2
2021-08-22 15:00:00	0.085	295.066666666667	7.2164	102.1388	76.8333333333333	0.0013	6.6	262.1
2021-08-22 15:15:00	0.085	353.186111111111	7.041075	102.14255	76.9888888888889	0.0013	7.5	257.1
2021-08-22 15:30:00	0.085	411.305555555556	6.86575	102.1463	77.1444444444444	0.0013	3.3	273.5
2021-08-22 15:45:00	0.085	469.425	6.690425	102.15005	77.3	0.0013	2.9	271.5
2021-08-22 16:00:00	0.085	527.544444444444	6.5151	102.1538	77.4555555555556	0.0013	2	302.4
2021-08-22 16:15:00	0.085	517.455555555556	6.625975	102.15255	76.5361111111111	0.0013	0.8	269.3
2021-08-22 16:30:00	0.085	507.366666666667	6.73685	102.1513	75.6166666666667	0.0013	1.5	236.6
2021-08-22 16:45:00	0.085	497.277777777778	6.847725	102.15005	74.6972222222222	0.0013	2.9	3.1
2021-08-22 17:00:00	0.085	487.188888888889	6.9586	102.1488	73.7777777777778	0.0013	1.6	234.5
2021-08-22 17:15:00	0.085	498.916666666667	7.164875	102.1413	72.6666666666667	0.0013	3.2	297.1
2021-08-22 17:30:00	0.085	510.644444444444	7.37115	102.1338	71.5555555555555	0.0013	3.6	272.3
2021-08-22 17:45:00	0.085	522.372222222222	7.577425	102.1263	70.4444444444444	0.0013	3.3	235.7
2021-08-22 18:00:00	0.085	534.1	7.7837	102.1188	69.3333333333333	0.0013	3.6	303.2
